artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Arctic Monkeys,Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version),0.00178,0.646,0.813,2.26e-05,0.144,-5.29,0.0288,112.115,0.821,0,5,0
Bombay Bicycle Club,Home By Now,"So Long, See You Tomorrow",0.0119,0.347,0.576,1.75e-06,0.0656,-6.234,0.0303,179.739,0.191,2,6,3
Arctic Monkeys,Arabella,AM,0.0202,0.579,0.558,1.26e-06,0.212,-6.986,0.0895,179.949,0.506,2,0,0
Bombay Bicycle Club,It's Alright Now,"So Long, See You Tomorrow",0.108,0.527,0.793,3.28e-06,0.144,-4.823,0.0352,124.993,0.597,0,6,0
Bombay Bicycle Club,Always Like This,I Had The Blues But I Shook Them Loose,0.441,0.659,0.591,0.000861,0.0862,-6.713,0.0313,121.14,0.707,0,1,0
Two Door Cinema Club,Do You Want It All?,Tourist History,0.00163,0.52,0.812,0.000376,0.071,-5.229,0.059,153.821,0.607,2,5,0
Bombay Bicycle Club,Shuffle,A Different Kind Of Fix,0.316,0.627,0.959,0.00576,0.112,-4.744,0.0298,109.981,0.397,0,6,0
MISSIO,Twisted,Loner,0.00532,0.577,0.789,0.0105,0.214,-4.661,0.0427,97.52,0.149,2,1,0
Galimatias,Everywhere,Renaissance Boy,0.509,0.265,0.292,0.203,0.259,-14.557,0.234,85.161,0.0404,1,3,1
Galimatias,Room 332,Renaissance Boy,0.992,0.516,0.151,0.929,0.109,-16.477,0.0416,133.995,0.0865,1,3,1
Galimatias,GPS,Renaissance Boy,0.234,0.783,0.525,0.0,0.113,-7.39,0.0728,104.024,0.437,3,1,0
Galimatias,Sinner,Renaissance Boy,0.39,0.615,0.476,0.0202,0.111,-9.876,0.0409,104.005,0.133,3,1,0
Galimatias,Let Go,Renaissance Boy,0.627,0.716,0.49,0.000284,0.11,-8.707,0.0478,104.065,0.412,3,1,0
Galimatias,Sly,Renaissance Boy,0.924,0.6,0.343,0.0978,0.105,-12.397,0.0688,129.758,0.413,3,1,0
Galimatias,Wonder,Renaissance Boy,0.822,0.652,0.339,0.559,0.152,-6.953,0.0272,99.997,0.185,3,2,0
Galimatias,Redeye,Renaissance Boy,0.737,0.685,0.553,0.0,0.125,-8.114,0.0803,95.057,0.243,3,1,0
Galimatias,Boy Hachi,Renaissance Boy,0.649,0.377,0.407,0.0,0.878,-11.793,0.164,77.253,0.488,6,4,5
Galimatias,Intro,Renaissance Boy,0.984,0.356,0.183,0.00167,0.1,-11.102,0.0296,92.52,0.136,1,3,1
SG Lewis,Hurting (feat. AlunaGeorge),Dark,0.426,0.792,0.649,9.27e-05,0.0942,-3.966,0.0808,118.016,0.444,0,1,0
Moods,Love Is Real,Sincere,0.0533,0.761,0.643,0.102,0.0887,-8.078,0.142,93.99,0.61,0,5,0
Cabu,Take It All,Take It All,0.177,0.891,0.671,4.41e-05,0.134,-10.672,0.213,112.991,0.309,4,1,0
BAYNK,What You Need,What You Need,0.56,0.805,0.658,0.0133,0.124,-6.137,0.0702,114.972,0.305,3,1,0
James Vickery,Pressure (with SG Lewis),Pressure (with SG Lewis),0.0355,0.682,0.574,0.000131,0.254,-5.241,0.0519,93.481,0.731,0,5,0
Cosmo's Midnight,Yesteryear,Yesteryear,0.107,0.682,0.815,0.000659,0.114,-5.747,0.0656,113.04,0.867,0,5,0
ford.,Slack,(The) Evening,0.137,0.777,0.577,0.888,0.251,-5.595,0.0556,95.018,0.392,5,2,0
53 Thieves,nighttime,missed calls,0.46,0.628,0.511,0.000213,0.143,-12.772,0.206,89.917,0.337,3,1,0
Arctic Monkeys,Why'd You Only Call Me When You're High?,AM,0.0483,0.691,0.631,1.13e-05,0.104,-6.478,0.0368,92.004,0.8,0,5,0
Tomos,Resonate,Resonate,0.241,0.799,0.794,0.865,0.108,-8.844,0.0337,131.996,0.401,5,2,0
53 Thieves,southside,missed calls,0.212,0.812,0.626,0.000119,0.176,-10.67,0.329,102.052,0.354,4,0,0
Mike Nasa,Here For It All,Here For It All,0.0448,0.702,0.615,1.77e-05,0.193,-10.794,0.39,160.022,0.586,4,0,0
Galimatias,Everytime,Renaissance Boy,0.403,0.572,0.396,0.00631,0.121,-9.363,0.0279,85.974,0.16,3,1,0
Alina Baraz,Make You Feel,Urban Flora,0.787,0.7,0.43,0.000476,0.129,-8.437,0.0399,100.008,0.103,3,1,0
Cramp,RU116 - Original Mix,RU116,0.0512,0.633,0.753,0.807,0.0614,-8.422,0.0393,129.996,0.48,5,2,0
53 Thieves,seek,seek,0.662,0.736,0.429,0.00379,0.0983,-10.887,0.0414,131.017,0.526,3,1,0
53 Thieves,lockdown,lockdown,0.207,0.754,0.405,0.0142,0.366,-11.102,0.057,89.057,0.357,3,1,0
53 Thieves,heat,after hours,0.424,0.76,0.447,6.78e-05,0.0978,-10.997,0.172,123.855,0.121,3,1,0
53 Thieves,too slow,after hours,0.642,0.709,0.441,0.351,0.106,-13.822,0.086,135.073,0.143,3,1,0
53 Thieves,three a.m.,after hours,0.0513,0.845,0.556,0.119,0.561,-6.566,0.363,92.016,0.437,6,4,0
53 Thieves,what you do to me,what you do to me,0.558,0.677,0.44,0.00195,0.116,-5.379,0.143,86.05,0.295,3,1,0
53 Thieves,dreamin',dreamin',0.359,0.831,0.419,0.00228,0.0959,-7.381,0.44,84.983,0.339,4,0,0
Bombay Bicycle Club,Shuffle - Acoustic,Leave It,0.456,0.722,0.738,0.000128,0.0833,-4.685,0.0397,131.975,0.571,0,1,0
American Authors,Best Day Of My Life,"Oh, What A Life",0.0591,0.673,0.902,0.000262,0.0558,-2.392,0.0346,100.012,0.538,0,1,0
Camo & Krooked,Kallisto,Kallisto,3.78e-05,0.482,0.98,0.875,0.23,-0.285,0.0538,175.026,0.164,2,6,3
SG Lewis,Chemicals (feat. Master Peace) - Remix,Chemicals (feat. Master Peace) [Remix],0.0669,0.606,0.884,0.0,0.344,-4.303,0.356,113.995,0.695,4,0,0
Flume,Rushing Back,Rushing Back,0.357,0.574,0.612,0.0,0.158,-4.741,0.0781,136.046,0.368,2,1,0
Ben Esser,Promises - Delusion Remix,Promises (Remixes),0.181,0.483,0.536,0.00805,0.315,-6.854,0.284,80.482,0.517,4,0,0
Kasbo,Places We Don’t Know - ford. Remix,Places We Don’t Know (ford. Remix),0.646,0.664,0.6,0.559,0.0788,-8.936,0.0469,97.01,0.304,3,2,0
Alina Baraz,Off the Grid (feat. Khalid) - Autograf Remix,Off the Grid (feat. Khalid) [Remixes],0.282,0.687,0.524,0.0199,0.167,-7.743,0.0428,166.955,0.338,2,1,0
Big Wild,Empty Room - Cabu Remix,Empty Room,0.342,0.629,0.579,0.0856,0.119,-6.859,0.0358,124.966,0.326,3,1,0
Millbrook,What Now,What Now,1.52e-05,0.629,0.924,0.434,0.337,-3.785,0.0398,175.023,0.19,2,6,0
Loadstar,Lifeline,Lifeline / Switch,0.00515,0.334,0.752,0.00484,0.155,-4.188,0.0464,86.16,0.155,2,1,0
Upgrade (UK),Popular - Friction Remix,UKF10 - Ten Years Of UKF,0.00508,0.489,0.938,0.0107,0.297,-1.68,0.112,175.135,0.462,2,6,3
Bombay Bicycle Club,Luna,"So Long, See You Tomorrow",0.0306,0.579,0.917,0.000579,0.143,-5.4,0.048,121.989,0.387,2,6,0
Nu:Logic,Pathways,Somewhere Between The Light,0.00953,0.437,0.452,0.000319,0.0854,-7.291,0.0323,174.042,0.0375,2,6,0
MUZZ,The Warehouse,The Warehouse,0.00115,0.523,0.974,0.00845,0.12,-0.742,0.0998,175.122,0.282,2,6,3
Camo & Krooked,Good Times Bad Times - Document One Remix,MOSAIK REMIXED,0.0085,0.64,0.691,0.0914,0.12,-4.995,0.0817,174.949,0.0734,2,6,0
Joy Williams,The Trouble with Wanting,Front Porch,0.912,0.396,0.198,0.0,0.0972,-9.096,0.031,138.624,0.19,1,3,1
Flume,Some Minds (feat. Andrew Wyatt),Some Minds (feat. Andrew Wyatt),0.316,0.263,0.555,5.78e-05,0.128,-6.884,0.0446,79.783,0.191,3,3,0
Flume,Bring You Down,Flume,0.236,0.436,0.627,0.12,0.364,-6.703,0.0274,169.998,0.135,2,6,0
Flume,Jewel,Hi This Is Flume (Mixtape),0.163,0.464,0.496,0.000501,0.783,-6.688,0.0447,113.317,0.0803,6,4,5
BAYNK,go with u - Louis La Roche Remix,Someone’s EP II X,0.122,0.751,0.501,0.011,0.111,-7.529,0.0588,111.987,0.3,3,1,0
Hayden James,Remember You,Between Us,0.121,0.713,0.59,0.000225,0.192,-5.945,0.333,155.688,0.4,4,0,0
Benny L,Naughty Bastards,Naughty Bastards,0.00527,0.656,0.946,0.539,0.177,-3.295,0.0934,87.515,0.0969,5,2,0
L'Impératrice,Agitations tropicales,Odyssée - EP,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,0.619,3,1,0
Of Monsters and Men,Love Love Love,My Head Is An Animal,0.806,0.324,0.367,8.98e-05,0.0836,-9.814,0.0377,110.947,0.16,1,3,1
Woodkid,I Love You,The Golden Age,0.0532,0.542,0.814,0.000481,0.0852,-4.759,0.0386,146.002,0.526,2,5,0
Foster The People,Pumped Up Kicks,Torches,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965,0,5,0
Tom Walker,Better Half of Me,What a Time To Be Alive (Deluxe Edition),0.816,0.586,0.447,0.0,0.277,-4.699,0.0287,107.851,0.441,3,1,0
GOLDA,NsfW,NsfW,0.306,0.724,0.602,1.69e-06,0.0558,-8.631,0.205,105.954,0.402,3,0,0
Alina Baraz,Floating (feat. Khalid),The Color Of You,0.81,0.66,0.447,2.15e-06,0.11,-9.026,0.0482,84.95,0.578,3,1,0
Two Door Cinema Club,What You Know,Tourist History,0.000665,0.55,0.753,7.74e-06,0.0921,-4.003,0.0407,139.048,0.841,0,5,0
Foster The People,Call It What You Want,Torches,0.0483,0.641,0.967,0.000276,0.442,-4.289,0.0601,113.017,0.725,6,5,0
Tom Walker,Just You and I,What a Time To Be Alive,0.456,0.567,0.696,0.0,0.113,-5.416,0.301,92.061,0.544,4,0,0
Jadu Heart,U Never Call Me,Melt Away,0.599,0.534,0.467,0.000394,0.122,-11.657,0.0876,103.066,0.572,3,1,0
Two Door Cinema Club,Something Good Can Work,Tourist History,0.00563,0.651,0.841,0.00116,0.19,-5.099,0.0335,119.939,0.661,0,5,0
Of Monsters and Men,Wars,FEVER DREAM,0.00594,0.564,0.879,0.000213,0.351,-6.242,0.0348,111.992,0.601,0,5,0
Módl,Coastline,Coastline,0.118,0.489,0.7,0.324,0.185,-6.531,0.0498,100.016,0.116,2,2,0
Módl,Clementine,Clementine,0.633,0.577,0.471,0.138,0.0902,-9.101,0.0536,110.07,0.0497,3,1,0
Break,Last Goodbye,Another Way,0.0354,0.705,0.918,0.00378,0.0726,-3.47,0.0735,85.999,0.71,0,5,0
Document One,Holy Moly,Document One,0.000219,0.709,0.966,0.854,0.0509,-4.162,0.0685,174.046,0.606,2,6,0
grandson,Overdose,a modern tragedy vol. 1,0.00251,0.529,0.686,0.0965,0.22,-5.869,0.0579,144.033,0.116,2,6,0
Noah Slee,America,TWICE,0.0761,0.788,0.771,3.99e-05,0.194,-9.005,0.18,93.998,0.657,0,0,0
OFFAIAH,Love Me,Love Me,9.97e-05,0.623,0.925,0.0217,0.0882,-2.879,0.0463,124.972,0.647,0,5,0
Mappe Of,Ladybird,Ladybird,0.772,0.387,0.446,0.357,0.176,-11.692,0.0402,95.862,0.306,1,3,1
Noah Slee,Nver,To Your Inner Hippie & Cos You Fly as Fuck,0.342,0.233,0.207,0.0769,0.119,-11.93,0.0317,132.083,0.0392,1,3,1
Ben Esser,Promises - Paul Mond Remix,Promises (Remixes),0.288,0.852,0.64,0.123,0.268,-8.999,0.114,119.986,0.475,0,1,0
Noah Slee,Icu,To Your Inner Hippie & Cos You Fly as Fuck,0.802,0.547,0.401,0.0,0.0959,-9.931,0.16,74.544,0.478,3,1,0
Swaine Delgado,308,music to feel better,0.388,0.649,0.443,0.00177,0.106,-9.07,0.0463,173.906,0.305,3,1,0
Technimatic,The Nightfall,Through the Hours,0.011,0.533,0.924,0.16,0.11,-4.377,0.0563,174.019,0.267,2,6,0
FKJ,Lying Together,French Kiwi Juice,0.456,0.791,0.729,0.291,0.0957,-6.234,0.0646,102.021,0.0782,3,1,0
YellowStraps,Blame,Blame,0.506,0.489,0.37,0.0898,0.127,-7.77,0.0424,107.534,0.0816,3,1,0
Tom Misch,Home,Beat Tape 2,0.364,0.763,0.327,0.866,0.124,-7.563,0.031,114.014,0.556,5,2,0
Noah Slee,Maybe,Maybe,0.0799,0.815,0.754,0.0,0.113,-7.906,0.159,99.995,0.526,0,5,0
Noah Slee,Instore,Otherland,0.482,0.634,0.442,0.000743,0.116,-8.217,0.0426,105.939,0.0933,3,1,0
Noah Slee,Reality,Otherland,0.174,0.499,0.493,7.26e-05,0.108,-8.217,0.0687,176.117,0.254,2,1,0
Noah Slee,Silence,Otherland,0.617,0.604,0.485,0.00311,0.117,-9.923,0.157,82.025,0.117,3,1,0
Noah Slee,Soulflower,Soulflower,0.41,0.749,0.636,7.04e-05,0.149,-7.954,0.0491,145.074,0.575,0,1,0
monte booker,Baby (feat. Ravyn Lenae),Soulection White Label - Monte Booker,0.0371,0.883,0.385,0.000223,0.284,-13.965,0.252,120.94,0.605,4,0,0
Ben Esser,Promises,Promises (Remixes),0.09,0.427,0.541,0.000144,0.0898,-6.477,0.145,169.636,0.0669,2,6,3
Noah Slee,Reality - JNTHN STEIN Remix,Reality,0.026,0.379,0.829,0.0,0.332,-5.23,0.429,87.829,0.411,4,0,3
Masego,Navajo,Navajo,0.117,0.567,0.593,1.32e-06,0.248,-7.404,0.288,88.545,0.358,4,0,0
Noah Slee,Instore - EYUKALIPTUS Remix,Instore,0.842,0.392,0.328,0.676,0.341,-12.5,0.16,83.971,0.281,1,3,1
Elderbrook,Something About You (with Rudimental),Something About You (with Rudimental),0.559,0.767,0.605,0.000363,0.193,-5.737,0.188,107.042,0.657,4,0,0
Friend Within,The Truth,The Truth,0.00132,0.689,0.935,0.0759,0.0642,-5.21,0.0669,122.019,0.827,0,5,0
Philip George,Losing My Mind - Mandal & Forbes Remix,Losing My Mind (Mandal & Forbes Remix),0.0105,0.758,0.749,0.00558,0.0422,-5.663,0.057,121.975,0.887,0,5,0
Noah Slee,Still,Still,0.469,0.791,0.577,0.0,0.0936,-7.441,0.22,127.98,0.732,4,1,0
Sally Herbert,Any Other Name (American Beauty),Movie Classics (Favourites),0.959,0.346,0.00774,0.918,0.079,-29.595,0.0329,78.068,0.0385,1,3,1
Martin Phipps,Lord M,Victoria (Original Soundtrack),0.976,0.187,0.0861,0.805,0.106,-19.728,0.0413,69.761,0.0379,1,3,1
The Newton Brothers,"Whatever Walked There, Walked Alone",The Haunting of Hill House (Music from the Netflix Horror Series),0.973,0.255,0.0393,0.949,0.0775,-27.549,0.0433,110.145,0.0649,1,3,1
Carter Burwell,My Dear Anne,"Three Billboards Outside Ebbing, Missouri (Original Motion Picture Soundtrack)",0.946,0.173,0.0407,0.813,0.116,-20.585,0.0362,75.892,0.0782,1,3,1
Thomas Newman,Danger of Hell,The Green Mile (Original Motion Picture Soundtrack),0.967,0.203,0.00918,0.814,0.0663,-36.609,0.0382,77.579,0.0383,1,3,1
Craig Armstrong,Green Light,The Orchestral Score From Baz Luhrmann's Film The Great Gatsby,0.908,0.0779,0.0487,0.795,0.094,-22.019,0.0377,72.545,0.038,1,3,1
Carter Burwell,Dressing for Death,In Bruges (Original Motion Picture Soundtrack),0.939,0.176,0.0689,0.922,0.111,-21.07,0.0404,66.738,0.0675,1,3,1
James Newton Howard,Leta's Theme - Solo Piano,Fantastic Beasts: The Crimes Of Grindelwald (Original Motion Picture Soundtrack),0.995,0.221,0.0321,0.877,0.0809,-30.727,0.0602,198.121,0.541,1,3,4
Carter Burwell,Toys and Stars,Goodbye Christopher Robin (Original Motion Picture Soundtrack),0.975,0.27,0.0978,0.926,0.127,-18.882,0.0373,113.387,0.151,1,3,1
The Blue Notes,Big Little Lies - Piano Rendition,Piano TV Covers - Vol. 2,0.987,0.312,0.0896,0.92,0.0895,-17.716,0.0414,59.807,0.0791,1,3,1
Stephen Warbeck,Princess of Nowhere,Princess Ka'iulani (Original Motion Picture Soundtrack),0.926,0.163,0.0754,0.895,0.11,-21.539,0.0428,77.161,0.048,1,3,1
Craig Armstrong,Opening,Far from the Madding Crowd (Original Motion Picture Soundtrack),0.896,0.138,0.189,0.279,0.113,-15.733,0.0394,91.207,0.0729,1,3,1
Gavin Greenaway,Smoke,Il Falco Bianco,0.989,0.329,0.0928,0.905,0.0719,-23.067,0.0408,121.656,0.137,1,3,1
The Newton Brothers,The End,The Haunting of Hill House (Music from the Netflix Horror Series),0.958,0.334,0.0191,0.91,0.138,-26.318,0.0372,68.721,0.0353,1,3,1
Abel Korzeniowski,Table for Two,Nocturnal Animals (Original Motion Picture Soundtrack),0.912,0.124,0.134,0.865,0.266,-16.0,0.0379,85.338,0.0389,1,3,1
Secondcity,I Wanna Feel - Radio Edit,I Wanna Feel,0.0764,0.692,0.896,0.00194,0.157,-6.298,0.0637,121.999,0.804,0,5,0
While She Sleeps,Four Walls,Brainwashed (Deluxe),0.000204,0.485,0.984,3.76e-06,0.17,-3.389,0.107,136.05,0.109,2,6,3
Justus West,Control,Control,0.364,0.643,0.349,0.0,0.109,-13.495,0.0859,108.605,0.445,3,1,0
SpectraSoul,Always,Always / I Don't Mind,0.00103,0.527,0.912,0.677,0.0642,-2.237,0.0422,85.003,0.213,5,2,0
Limp Bizkit,My Way,Chocolate Starfish And The Hot Dog Flavored Water,0.02,0.576,0.864,1.68e-06,0.683,-3.981,0.0462,97.225,0.609,6,4,0
Bring Me The Horizon,Happy Song,That's The Spirit (Track by Track Commentary),3.45e-05,0.296,0.912,0.00264,0.389,-3.433,0.0645,171.931,0.276,2,6,3
Dam Swindle,64 Ways,Boxed Out,0.0433,0.763,0.727,0.000256,0.676,-10.549,0.13,115.02,0.531,6,4,0
Florence + The Machine,Hunger,High As Hope,0.53,0.729,0.675,0.0,0.0985,-5.62,0.0415,116.016,0.332,3,1,0
Florence + The Machine,Big God,High As Hope,0.528,0.625,0.366,2.1e-05,0.0958,-8.388,0.0331,72.992,0.219,3,1,0
Bring Me The Horizon,MANTRA,MANTRA,0.000477,0.502,0.817,0.0,0.153,-3.508,0.0447,90.024,0.617,0,1,0
Pola & Bryson,When You Call,Lost in Thought,0.591,0.138,0.418,0.0263,0.131,-9.763,0.0348,79.074,0.038,1,3,1
Pola & Bryson,24 / 7,Lost in Thought,0.00031,0.596,0.883,0.738,0.0994,-6.705,0.0425,86.969,0.0349,5,2,0
Pola & Bryson,Night Dawns,Lost in Thought,0.00194,0.5,0.899,0.154,0.103,-5.367,0.0437,87.045,0.094,2,1,0
Pola & Bryson,Alkaline,Lost in Thought,0.0141,0.582,0.84,0.72,0.0787,-4.797,0.0477,174.031,0.115,2,6,3
Pola & Bryson,Waves,Lost in Thought,0.114,0.631,0.832,0.858,0.092,-5.299,0.0371,125.941,0.0367,5,2,0
Pola & Bryson,Dusk,Lost in Thought,0.57,0.258,0.375,0.839,0.109,-12.469,0.0286,140.009,0.0379,1,3,1
Pola & Bryson,Dream Days,Lost in Thought,0.00432,0.349,0.875,0.229,0.112,-6.012,0.0794,174.948,0.0328,2,6,3
Pola & Bryson,No One but You,Lost in Thought,0.0445,0.541,0.875,0.826,0.181,-6.796,0.0781,174.095,0.119,2,6,3
Pola & Bryson,Celestial,Lost in Thought,0.0288,0.462,0.849,0.867,0.126,-6.582,0.0343,173.98,0.0391,2,6,3
Pola & Bryson,Stratford Riddim,Lost in Thought,0.000183,0.401,0.97,0.912,0.328,-4.694,0.0792,109.172,0.212,2,2,0
Pola & Bryson,Hades,Lost in Thought,0.00565,0.606,0.825,0.804,0.0929,-6.638,0.0626,173.964,0.0703,2,6,3
Pola & Bryson,Southbank,Lost in Thought,0.761,0.118,0.257,0.928,0.104,-13.591,0.0363,95.529,0.04,1,3,1
Pola & Bryson,Floodgates,Lost in Thought,0.0028,0.563,0.878,0.89,0.11,-6.887,0.0521,87.017,0.0371,5,2,0
Bring Me The Horizon,Can You Feel My Heart,Sempiternal (Expanded Edition),0.00201,0.15,0.859,0.194,0.387,-2.827,0.0595,170.527,0.354,2,6,3
Culture Shock,There for You,There for You,0.00297,0.375,0.983,0.691,0.107,-2.235,0.0508,173.975,0.157,2,6,3
Macky Gee,Bangers N Mash,Sway,0.0109,0.714,0.973,8.71e-05,0.343,0.77,0.2,175.005,0.448,2,6,3
Metric,Dressed to Suppress,Art of Doubt,4.65e-05,0.396,0.771,0.66,0.258,-5.595,0.0362,116.036,0.111,2,2,0
Noah Slee,Kamata'anga (Intro),Otherland,0.0604,0.352,0.718,0.235,0.716,-14.995,0.0963,105.972,0.198,6,4,5
Noah Slee,Dawn (Interlude),Otherland,0.711,0.461,0.449,1.89e-06,0.402,-17.393,0.681,94.558,0.676,4,0,2
Noah Slee,Wander (Interlude),Otherland,0.959,0.228,0.294,0.0356,0.106,-16.042,0.0344,68.465,0.0566,1,3,1
Noah Slee,Kiez (Interlude),Otherland,0.29,0.24,0.45,0.807,0.144,-28.086,0.0686,108.193,0.292,1,3,1
Noah Slee,Ngata’anga (Outro),Otherland,0.96,0.207,0.0417,0.904,0.112,-30.534,0.0369,164.059,0.175,1,3,4
Noah Slee,Invite (Interlude),Otherland,0.632,0.43,0.534,0.0,0.312,-21.317,0.493,82.374,0.708,4,0,2
Florence + The Machine,Dog Days Are Over,Lungs (Deluxe Version),0.0338,0.501,0.809,0.00602,0.119,-5.264,0.0938,149.964,0.258,2,6,0
Florence + The Machine,You've Got The Love,Lungs (Deluxe Version),0.00481,0.574,0.694,0.0,0.102,-4.697,0.0327,109.85,0.401,0,6,0
Jack Back,(It Happens) Sometimes,(It Happens) Sometimes,0.000431,0.833,0.886,0.00451,0.11,-6.767,0.0573,122.025,0.604,0,5,0
ZHU,My Life - Kyle Watson Remix,My Life (Kyle Watson Remix),0.000433,0.843,0.57,0.789,0.139,-9.29,0.0985,123.018,0.396,5,2,0
Route 94,House & Pressure,House & Pressure,0.00454,0.868,0.66,0.205,0.0843,-6.079,0.057,125.983,0.389,0,1,0
ZHU,Guilty Love,RINGOS DESERT PT.1,0.00608,0.798,0.595,0.446,0.0672,-6.028,0.0525,123.028,0.372,5,2,0
Cardboard Kids,Vibe,High,0.0443,0.599,0.858,0.0383,0.106,-5.84,0.0334,113.04,0.701,0,5,0
Cigarettes After Sex,Sweet,Cigarettes After Sex,0.344,0.449,0.513,0.773,0.139,-9.073,0.028,96.421,0.114,5,2,0
Cigarettes After Sex,K.,Cigarettes After Sex,0.131,0.454,0.401,0.845,0.137,-10.255,0.026,93.719,0.321,5,2,0
Cigarettes After Sex,Young & Dumb,Cigarettes After Sex,0.515,0.39,0.52,0.711,0.101,-8.858,0.0284,96.566,0.239,5,2,1
Cigarettes After Sex,Each Time You Fall in Love,Cigarettes After Sex,0.478,0.374,0.535,0.496,0.131,-8.834,0.0281,75.928,0.303,3,3,0
Cigarettes After Sex,Keep On Loving You,Affection,0.521,0.407,0.365,0.965,0.111,-9.332,0.0261,146.679,0.114,1,3,1
Cigarettes After Sex,Affection,Affection,0.503,0.408,0.415,0.906,0.105,-11.257,0.0248,89.801,0.275,1,2,1
Cigarettes After Sex,Crush,Crush,0.0854,0.41,0.503,0.763,0.112,-8.574,0.0252,100.042,0.304,5,2,0
Tom Grennan,Sober - Acoustic,Sober (Acoustic),0.764,0.601,0.504,0.0,0.313,-5.818,0.0305,123.823,0.572,3,1,0
Tom Grennan,Giving It All,Release the Brakes - EP,0.113,0.441,0.737,0.0,0.0959,-5.447,0.136,83.557,0.611,0,1,0
Tom Grennan,Praying,Release the Brakes - EP,0.0463,0.639,0.681,0.0,0.0885,-5.724,0.0272,94.009,0.848,0,5,0
Tom Grennan,Barbed Wire (Acoustic),Barbed Wire (Acoustic),0.849,0.601,0.288,3.25e-05,0.0955,-8.811,0.0329,73.737,0.372,3,1,0
Tom Grennan,Royal Highness,Royal Highness,0.105,0.621,0.873,0.0,0.127,-3.666,0.0443,140.025,0.965,0,5,0
Tom Grennan,Something in the Water,Something in the Water - EP,0.378,0.685,0.484,0.0,0.208,-6.901,0.0299,86.99,0.491,3,1,0
Tom Grennan,Sober,Sober,0.0387,0.569,0.785,0.0,0.113,-4.377,0.0537,127.07,0.349,2,6,0
Tom Grennan,I Might,I Might,0.156,0.538,0.525,0.0,0.126,-5.756,0.0424,201.934,0.415,2,6,0
Rhye,Open,Woman,0.896,0.551,0.324,0.0873,0.277,-10.962,0.0314,90.957,0.231,3,3,1
Tom Grennan,Barbed Wire,Barbed Wire,0.115,0.702,0.792,0.0,0.0932,-3.298,0.0318,99.042,0.876,0,5,0
Bastille,Of The Night,All This Bad Blood,0.0192,0.67,0.829,0.000225,0.089,-7.2,0.0427,125.01,0.349,0,6,0
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,EP I.,0.272,0.509,0.331,0.136,0.114,-14.083,0.0267,96.848,0.0957,3,2,0
Kodaline,Shed a Tear,Shed a Tear,0.1,0.458,0.813,0.0,0.188,-2.697,0.0566,139.886,0.314,2,6,0
Kodaline,Moving On,Coming Up for Air (Expanded Edition),0.883,0.536,0.383,0.0,0.0732,-10.582,0.039,81.121,0.177,3,1,1
ZHU,Save Me,RINGOS DESERT PT.1,0.0237,0.786,0.495,0.0604,0.144,-7.949,0.0491,120.02,0.309,0,1,0
ZHU,Desert Woman,RINGOS DESERT PT.1,0.022,0.712,0.651,0.863,0.0659,-8.539,0.07,122.997,0.151,5,2,0
Oh Wonder,Body Gold,Oh Wonder,0.583,0.717,0.49,2.54e-06,0.323,-7.584,0.091,135.02,0.169,3,1,0
Lykke Li,No Rest for the Wicked,I Never Learn,0.365,0.312,0.445,0.0038,0.13,-7.202,0.0305,97.967,0.272,3,3,0
Childish Gambino,Redbone,"""Awaken, My Love!""",0.192,0.745,0.359,0.00628,0.138,-10.429,0.112,160.123,0.55,3,1,0
FKJ,Joy,French Kiwi Juice,0.0635,0.752,0.761,0.817,0.152,-6.022,0.0372,113.99,0.544,5,2,0
FKJ,Go Back Home,Go Back Home,0.452,0.784,0.593,0.485,0.117,-6.078,0.0725,95.991,0.524,5,2,0
JP Cooper,She's On My Mind,Raised Under Grey Skies,0.0237,0.655,0.822,0.0,0.365,-5.996,0.0766,92.015,0.775,0,5,0
Duffy,Warwick Avenue,Rockferry,0.339,0.493,0.59,0.0,0.121,-5.814,0.0392,169.908,0.502,2,6,0
Laura Veirs,Sun Song,Warp & Weft,0.481,0.371,0.484,0.229,0.111,-9.709,0.0374,76.724,0.394,3,3,0
Nao,Fool to Love,For All We Know,0.265,0.542,0.558,0.0,0.117,-6.654,0.262,94.11,0.758,4,0,0
Eats Everything,Burn - Original Mix,Burn,0.00441,0.925,0.839,0.693,0.0892,-6.863,0.0987,129.007,0.368,5,2,0
Eli Brown,It’s All About - Original Mix,Hysteria EP,4.22e-05,0.602,0.876,0.824,0.246,-5.997,0.0442,125.98,0.614,5,2,0
MANT,Sorrento - Original Mix,"Selector, Pt.6",0.000845,0.725,0.72,0.864,0.0348,-9.561,0.0661,123.972,0.532,5,2,0
MANT,E.F.F.E.C.T,Coming Back EP,0.00467,0.802,0.935,0.885,0.0402,-5.796,0.109,125.011,0.716,5,2,0
FISHER,Crowd Control,Crowd Control,0.00753,0.87,0.664,0.341,0.0514,-7.878,0.062,125.029,0.854,0,2,0
