artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Jeff Kaale,Circuit,Pollen,0.0162,0.839,0.328,0.05,0.133,-13.233,0.29,120.029,0.201,4,1,0
PLÜM,So long,So long,0.726,0.593,0.561,0.179,0.208,-9.334,0.431,165.086,0.369,4,0,6
Gabriel Gifford,Dust Rises,Dust Rises,0.325,0.732,0.342,0.00446,0.123,-14.28,0.0563,119.906,0.0624,3,1,0
Justin Martin,Stay,Stay,0.00493,0.755,0.804,0.0528,0.115,-6.701,0.0393,121.982,0.359,0,5,0
Murge,Can't Hurt Me Now,Here We All Are,0.0419,0.608,0.775,0.822,0.0852,-9.582,0.0434,121.022,0.479,5,2,0
Emmit Fenn,Who Dat,Who Dat,0.00336,0.865,0.591,0.763,0.0472,-9.574,0.0482,116.983,0.316,5,2,0
Flight Facilities,Crave You - Hush Hush Bootleg,Crave You (Hush Hush Bootleg),0.141,0.83,0.807,0.00343,0.0591,-6.899,0.13,120.012,0.163,0,1,0
Little Big,Faradenza,"Antipositive, Pt.1",0.0291,0.853,0.928,1.41e-05,0.0624,-5.752,0.132,141.999,0.54,0,5,0
Kazy Lambist,Oh My God,Sky Kiss,0.0239,0.816,0.669,0.0189,0.182,-6.737,0.0454,113.932,0.677,0,5,0
WESLEE,London Love - Ben Pearce Remix,London Love (Ben Pearce Remix),0.0015,0.808,0.89,0.191,0.204,-8.313,0.0624,121.995,0.845,0,5,0
Whethan,All In My Head (feat. grandson) - Saint Punk Remix,All In My Head (feat. grandson) [Saint Punk Remix],0.00164,0.782,0.745,0.00284,0.0592,-3.587,0.29,128.124,0.517,4,0,0
Osboyz,EN PLACE,EN PLACE,0.745,0.664,0.556,0.0,0.0992,-7.642,0.2,79.551,0.189,3,1,0
Tomasz Wakulewski,Savane Colour,Savane Colour EP,0.000763,0.84,0.611,0.627,0.481,-8.067,0.0755,121.007,0.699,6,2,0
kemt,100 reasons,lo-fi_house.zip,0.221,0.705,0.853,0.93,0.112,-10.584,0.202,119.025,0.202,5,2,0
Taiki Nulight,Through Glass,Through Glass,0.0118,0.893,0.479,0.732,0.0812,-5.875,0.0552,125.988,0.519,5,2,0
Marian Hill,like u do - clear eyes Remix,like u do (clear eyes Remix),0.805,0.609,0.298,0.0374,0.139,-12.741,0.401,89.476,0.166,3,1,2
Alice Ivy,In My Mind,Don't Sleep,0.502,0.466,0.61,0.000283,0.176,-8.687,0.0472,71.982,0.485,3,1,0
George Sandler,Know How,3 Years Of FV,0.0045,0.925,0.738,0.789,0.066,-5.617,0.0462,123.015,0.948,5,2,0
R-Mean,Circus,Circus,0.088,0.679,0.623,0.0,0.122,-7.141,0.347,85.046,0.595,4,0,0
Bomat,Doing All Right,Doing All Right,0.074,0.873,0.798,0.844,0.243,-8.314,0.0694,123.002,0.633,5,2,0
L'Entourloop,Le tour de force,Le savoir faire,0.042,0.744,0.712,0.0,0.126,-8.46,0.136,98.117,0.677,0,5,0
L'Entourloop,Forgotten Skank,Le savoir faire,0.00916,0.676,0.765,0.0,0.719,-7.08,0.259,90.63,0.575,6,4,0
L'Entourloop,Le rendez-vous,Le savoir faire,0.00161,0.613,0.762,2.47e-06,0.0636,-7.624,0.072,168.039,0.72,2,5,0
L'Entourloop,Shoefiti,Le savoir faire,0.0898,0.812,0.525,0.0,0.195,-8.008,0.0526,93.993,0.474,0,1,0
L'Entourloop,Johnny a Bad Man,Le savoir faire,0.103,0.869,0.669,0.00021,0.525,-7.983,0.243,97.993,0.632,6,4,0
L'Entourloop,Weh U Come From,Le savoir faire,0.23,0.67,0.637,0.0,0.129,-9.399,0.351,176.1,0.697,4,0,0
L'Entourloop,One & Only,Le savoir faire,0.0101,0.781,0.825,0.00186,0.441,-7.928,0.0531,106.995,0.836,6,5,0
Greg Paulus,Breezy Point,City Movements EP,0.0031,0.691,0.862,0.767,0.0951,-8.134,0.048,119.996,0.332,5,2,0
Mindflip,Blaze the Shit Up,Blaze the Shit Up,0.114,0.83,0.495,0.0,0.542,-8.214,0.232,96.031,0.74,6,4,0
Mindflip,Everywhere We Go,Everywhere We Go,0.0898,0.922,0.292,0.000618,0.094,-8.139,0.183,95.021,0.551,4,1,0
Channel Tres,"fuego (feat. Tyler, The Creator)",i can't go outside,0.0162,0.745,0.504,0.00122,0.432,-10.405,0.307,114.901,0.434,4,0,0
Millie Turner,January - TSHA Remix,January (TSHA Remix),0.144,0.73,0.857,0.302,0.0927,-9.579,0.0374,125.983,0.869,0,2,0
Helado Negro,Running,This Is How You Smile,0.787,0.799,0.348,0.661,0.119,-13.23,0.0396,119.989,0.16,3,3,1
Crooked Colours,No Sleep,No Sleep,0.229,0.736,0.668,0.442,0.104,-8.298,0.0356,118.971,0.508,5,2,0
Ben Esser,Daily,Daily,0.603,0.799,0.352,0.0017,0.103,-11.395,0.049,131.965,0.436,3,1,0
Tom Neatis,Overtime,Overtime,0.000479,0.806,0.569,0.868,0.0376,-10.881,0.0527,125.014,0.54,5,2,0
Manu Pilas,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist),0.538,0.46,0.564,0.0,0.191,-10.329,0.0343,135.178,0.962,3,1,0
Elliot Moss,Bodyintoshapes,A Change in Diet,0.0523,0.74,0.716,0.785,0.267,-6.305,0.0578,126.002,0.465,5,2,0
narou,Prophecy,Prophecy,0.832,0.64,0.325,1.81e-06,0.122,-14.359,0.12,120.045,0.312,3,1,1
Hayden James,Waves of Gold - Mixed,Hayden James Presents Waves of Gold (DJ Mix),0.137,0.688,0.62,0.000216,0.331,-7.473,0.126,120.941,0.478,0,5,0
Madeaux,Black Magic Woman,Black Magic Woman,0.00572,0.875,0.643,0.0242,0.0942,-7.705,0.0544,123.972,0.734,0,5,0
Metroplane,Be Where I Am,Be Where I Am,0.00188,0.746,0.785,0.133,0.0689,-7.33,0.0433,121.99,0.31,0,2,0
Afriquoi,Ndeko Solo,Ndeko Solo,0.113,0.69,0.884,0.475,0.109,-7.331,0.0553,119.989,0.378,5,2,0
Colour Castle,Joy,Hot Sunday,0.016,0.838,0.808,0.483,0.198,-7.478,0.0352,124.006,0.825,0,2,0
Hemai,Euphoria,Euphoria,0.442,0.747,0.593,0.00125,0.612,-7.411,0.0609,109.984,0.389,6,4,0
Kaskade,2nd Street,Redux 003,0.0229,0.887,0.646,0.0132,0.032,-6.03,0.0687,118.027,0.607,0,5,0
Loverground,EASY :),EASY :),0.143,0.809,0.486,0.861,0.114,-11.028,0.0712,123.024,0.309,5,2,0
Motez,The Future (feat. Antony & Cleopatra) - Purple Disco Machine Remix,The Future (feat. Antony & Cleopatra) [Remixes],0.153,0.747,0.804,0.000213,0.387,-6.478,0.278,118.972,0.776,4,0,0
Christopher Port,Me & My Heart,"Everything In Quotes ""LIGHT"" EP",0.0412,0.524,0.653,0.479,0.194,-8.157,0.0862,84.905,0.211,5,2,0
Point Point,Hands (feat. Denai Moore) - Samaran Remix,Hands (Remixes) (feat. Denai Moore),0.0451,0.815,0.665,0.105,0.0635,-7.51,0.0695,117.968,0.387,0,1,0
Bow Anderson,Heavy - Icarus Remix,Heavy (Icarus Remix),0.00937,0.627,0.834,0.886,0.0367,-7.029,0.0475,122.997,0.446,5,2,0
Loverground,Be Patient,Be Patient,0.224,0.688,0.462,0.217,0.0987,-13.723,0.032,114.036,0.35,3,1,0
Two Another,Feeling Free - With Pretty Boy Aaron,Feeling Free (With Pretty Boy Aaron),0.0134,0.731,0.707,0.00102,0.129,-5.861,0.0982,115.1,0.542,0,5,0
Mansionair,MORE,MORE,0.000158,0.45,0.803,0.259,0.0876,-7.647,0.0421,157.0,0.334,2,6,0
Document One,Dials,Heat Beams - EP,0.00634,0.623,0.889,0.51,0.202,-1.333,0.167,172.036,0.337,2,0,3
L'Impératrice,Peur des filles - Montmartre Remix,Peur des filles (Montmartre Remix),0.0979,0.767,0.777,0.0133,0.0562,-6.36,0.0924,108.053,0.789,0,5,0
Kraak & Smaak,Soul Liberator - Kerem Akdağ Remix,Pleasure Centre Remixed,0.0218,0.891,0.251,0.692,0.0735,-9.174,0.0617,102.014,0.525,5,2,0
Desired,Weird Japanese Girl,lo-fi_house.zip,0.0289,0.718,0.862,0.815,0.1,-8.055,0.0466,124.042,0.342,5,2,0
James Delaney,Green,Dissipate,0.273,0.7,0.56,1.43e-05,0.127,-6.057,0.333,108.111,0.253,4,0,0
Tentendo,Thoughts,Thoughts,0.483,0.754,0.625,5.42e-05,0.103,-8.752,0.145,114.032,0.213,3,1,0
JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],0.0144,0.813,0.621,4.03e-05,0.0793,-9.273,0.209,112.101,0.377,4,1,0
Kill Nigel,Attached,Attached,0.172,0.737,0.801,0.000238,0.13,-2.776,0.041,150.034,0.136,2,6,0
GOVI,Paradise,Blue Hour,0.309,0.957,0.375,0.00865,0.111,-9.999,0.323,110.017,0.562,4,0,0
Frase,"Too Hot, Too Cold","Too Hot, Too Cold",0.0563,0.848,0.589,0.000338,0.125,-8.369,0.177,102.988,0.422,0,1,0
Goldroom,Guess I'm Jaded (RAC Mix),Guess I'm Jaded (The Remixes),0.042,0.82,0.702,0.00991,0.143,-6.06,0.0346,113.958,0.548,0,5,0
Husky,Иуда,Иуда,0.259,0.734,0.72,0.0,0.114,-6.503,0.318,107.97,0.463,4,0,0
Maribou State,Mother,Mother,0.0799,0.695,0.743,0.752,0.116,-7.48,0.0441,126.993,0.589,5,2,0
Jack Wilby,Illusions,Illusions,0.0428,0.77,0.756,2.04e-06,0.155,-6.521,0.0439,122.017,0.34,0,5,0
POOLCLVB,Shooting Stars,Shooting Stars,0.00583,0.9,0.647,0.0999,0.25,-7.629,0.0597,120.016,0.606,0,5,0
David Marston,Contortions,Contortions,0.176,0.747,0.642,0.292,0.107,-8.602,0.042,119.998,0.568,0,2,0
Yuki Ame,Circles - Tyde Remix,Anamnesis (Remixes),0.515,0.479,0.631,0.815,0.0997,-11.697,0.0507,122.229,0.143,5,3,1
Big Words,TTYDTM,TTYDTM,0.107,0.854,0.576,0.0394,0.0849,-11.347,0.174,106.02,0.0762,3,1,0
TSHA,Sister,Sister,0.0079,0.63,0.783,0.779,0.157,-7.35,0.0313,119.981,0.399,5,2,0
Ted Jasper,Don't Want It,Don't Want It,0.434,0.773,0.621,0.174,0.105,-9.675,0.0468,109.515,0.0682,3,1,0
Rome in Silver,Fool,Fool,0.309,0.752,0.752,0.719,0.0964,-5.077,0.0383,100.028,0.213,5,2,0
Moon Willis,I Like The Way,I Like The Way,0.185,0.796,0.649,0.0,0.0739,-7.714,0.103,118.013,0.38,0,1,0
pluko,higher,COLOR BLIND,0.0392,0.624,0.568,0.000256,0.129,-8.905,0.0591,91.009,0.282,3,1,0
Sad Night Dynamite,Crying Over Nothing,SND001,0.0483,0.735,0.591,0.057,0.36,-10.042,0.146,81.023,0.594,6,5,0
The Kount,Right Here,Right Here,0.776,0.748,0.235,0.922,0.0919,-14.066,0.092,110.037,0.6,1,3,1
offrami,How Did We Get Here,How Did We Get Here,0.045,0.726,0.57,0.65,0.129,-11.108,0.0619,112.963,0.33,5,2,0
Dameer,Michelle,For We Are Distant,0.104,0.689,0.833,0.00267,0.0861,-4.175,0.0502,116.014,0.91,0,5,0
Léa Sen,Brother,Sand Radio / Brother,0.438,0.667,0.563,0.00866,0.294,-9.08,0.0296,95.046,0.472,3,1,0
Gorgon City,You've Done Enough - John Summit Remix,You’ve Done Enough (John Summit Remix),0.00282,0.723,0.871,0.316,0.0235,-6.851,0.0362,126.014,0.694,0,2,0
Freestylers,Boomblast (Deekline & Wizard Remix) - Mixed,FABRICLIVE 19: The Freestylers (DJ Mix),0.00114,0.646,0.893,0.0467,0.0716,-6.265,0.0458,137.98,0.216,2,6,0
49th & Main,Don't You Like It?,Don't You Like It?,0.0922,0.726,0.606,1.86e-05,0.154,-11.157,0.109,115.943,0.481,0,1,0
nimino,Silver,Kele EP,0.678,0.728,0.397,0.347,0.0912,-12.231,0.12,116.985,0.229,3,1,0
Big Wild,6's to 9's - NEIL FRANCES Remix,6’s to 9’s (NEIL FRANCES Remix),0.0747,0.721,0.763,0.891,0.0432,-10.588,0.0631,95.506,0.682,5,2,0
Adult Art Club,"I'm OK, I'm Fine.","I'm OK, I'm Fine.",0.0155,0.794,0.694,0.151,0.0661,-10.817,0.0547,122.001,0.681,0,2,0
Lane 8,The Rope (feat. POLIÇA) - Anderholm Remix,Brightest Lights Remixed,0.7,0.66,0.706,0.387,0.112,-11.998,0.0429,121.976,0.0341,3,2,0
Elderbrook,All My Love,Why Do We Shake In The Cold?,0.327,0.66,0.522,0.495,0.0814,-11.482,0.0564,117.961,0.0529,5,2,0
Moon Boots,W.T.F.,Bimini Road,0.000111,0.65,0.801,0.636,0.357,-6.642,0.0352,122.011,0.193,5,2,0
Benji Lewis,Away - TWO LANES Remix,Away (Remixes),0.00551,0.695,0.659,0.514,0.107,-9.953,0.0481,117.975,0.183,5,2,0
cbakl,Can't Stay Away from You,Wisdom Is Misery,0.0291,0.645,0.257,0.134,0.0992,-11.972,0.0834,120.413,0.121,3,1,0
Cassian,Magical,Laps,0.0191,0.616,0.823,0.166,0.0889,-7.096,0.0323,106.021,0.524,0,5,0
Louie Blue,Like That!,Like That!,0.0565,0.807,0.62,0.00356,0.152,-7.095,0.235,109.989,0.667,4,0,0
GEOTHEORY,ALWAYSALIE-N,THEORY VOYAGES: Chapter V,3.47e-05,0.78,0.622,0.904,0.0933,-7.722,0.0567,107.937,0.0467,5,2,0
GEOTHEORY,INSOMNIA - WIDE AWAKE,THEORY VOYAGES: Chapter V,0.0797,0.525,0.859,0.197,0.409,-10.147,0.181,120.063,0.139,6,2,0
GEOTHEORY,YUR LUV,THEORY VOYAGES: Chapter V,0.0751,0.75,0.852,0.219,0.654,-8.711,0.362,124.991,0.473,6,4,6
Otosan,Right Here (feat. Carrie Baxter),Right Here (feat. Carrie Baxter),0.000848,0.659,0.892,0.167,0.159,-7.871,0.0346,126.042,0.884,0,2,0
Kreon,2AM (feat. Katoptris),2AM (feat. Katoptris),0.416,0.889,0.377,0.00441,0.0955,-11.154,0.219,115.141,0.149,3,1,0
Ameer Vann,IDFIATOK,IDFIATOK,0.0321,0.811,0.756,0.0038,0.118,-8.497,0.214,124.998,0.65,0,0,0
Satin Jackets,Back To Me,Back To Me,0.205,0.722,0.727,0.000183,0.161,-7.406,0.0392,106.969,0.636,0,1,0
Vlossom,Missing You,My Friend,0.108,0.825,0.698,0.00429,0.0623,-6.335,0.0659,116.011,0.768,0,5,0
Julian Collet,Outta Time,Outta Time,0.164,0.799,0.56,0.00248,0.11,-10.715,0.0585,112.028,0.0383,3,1,0
Brutalist,South Street,South Street,0.0671,0.758,0.48,0.893,0.148,-10.517,0.0526,115.012,0.47,5,2,0
Tiga,VSOD - Velvet Sky of Dreams,VSOD (Velvet Sky of Dreams),0.0172,0.673,0.51,0.22,0.0918,-8.469,0.0406,117.998,0.295,3,1,0
Lxury,Do This Forever,No Real Rush,0.000301,0.689,0.874,0.623,0.41,-8.228,0.0631,121.5,0.154,5,2,0
Cannons,Love on the Ground,Shadows,0.00845,0.697,0.729,0.134,0.103,-6.856,0.049,94.994,0.965,0,5,0
The Kite String Tangle,This Thing We Got,The Kite String Tangle,0.00413,0.681,0.722,2.16e-05,0.094,-5.715,0.108,109.246,0.67,0,5,0
Roland Tings,Always Rushing (feat. Mild Minds),Salt Water,0.0323,0.731,0.72,0.85,0.0906,-8.669,0.0417,123.003,0.556,5,2,0
Bamily,Hey Raoul,Hey Raoul,0.169,0.683,0.63,4.56e-05,0.517,-6.389,0.0807,95.921,0.581,6,4,0
Gamma Skies,Mexico,Mexico,0.113,0.778,0.426,0.0685,0.105,-10.99,0.312,100.008,0.842,4,0,0
Tora,Can't Buy The Mood - Two Another Remix,Can't Buy the Mood (Deluxe Edition),0.44,0.664,0.482,0.0,0.277,-7.838,0.0996,86.036,0.556,3,1,0
Rasmus Faber,Be Real - Kenny Gold Remix,Be Real: Remixes,0.0371,0.701,0.731,1.18e-05,0.301,-5.509,0.238,110.066,0.471,4,0,0
Crooked Colours,Just Breathe,Langata,0.0133,0.82,0.544,0.0469,0.384,-9.565,0.0376,112.029,0.288,6,1,0
Sofi Tukker,Awoo (feat. Betta Lemme),Soft Animals EP,0.0558,0.826,0.798,0.469,0.669,-5.079,0.0526,122.957,0.336,6,4,0
Lady Leshurr,Juice,Mode - EP,0.0479,0.883,0.741,0.000885,0.0625,-5.825,0.236,105.018,0.647,4,0,0
The Kooks,Always Where I Need To Be,Konk,0.000146,0.331,0.961,0.0,0.322,-4.627,0.0663,168.355,0.882,2,6,0
Subcarpaţi,Underground Folclor,Underground Folclor,0.455,0.619,0.602,0.000216,0.0959,-4.921,0.368,85.44,0.852,4,0,0
Subcarpaţi,Rabdă Inima,Satele Unite Ale Balcanilor,0.377,0.431,0.528,1.55e-05,0.133,-12.413,0.218,106.05,0.264,3,1,0
Subcarpaţi,"Frunzulița, Iarba Deasă",Piele De Gaina,0.675,0.677,0.466,0.0,0.178,-10.841,0.101,80.023,0.64,3,1,0
Subcarpaţi,Dă-I Foale,Zori Și Asfințit,0.533,0.699,0.387,1.35e-05,0.113,-10.937,0.0418,119.864,0.126,3,1,0
Parazitii,Antimilitie,Arma Secreta,0.509,0.824,0.747,0.0,0.212,-5.384,0.395,96.996,0.873,4,0,0
Parazitii,Poliția Trece,Lovitură De Pedeapsă,0.447,0.795,0.464,0.0,0.0649,-7.946,0.435,90.188,0.772,4,0,0
grandson,Blood // Water - King Kavalier Remix,BLOOD // EDITS,0.0494,0.586,0.813,5.54e-06,0.0939,-6.357,0.0804,149.812,0.655,2,5,0
grandson,Blood // Water,Blood // Water,0.00158,0.51,0.882,0.00206,0.0764,-5.659,0.159,154.029,0.653,2,5,0
NZCA LINES,Opening Night,Pure Luxury,0.0316,0.795,0.548,0.000224,0.1,-8.962,0.102,108.978,0.796,0,1,0
blnkspc_,Brasil,Brasil,0.00675,0.884,0.667,0.0419,0.0851,-6.69,0.281,120.027,0.454,4,0,0
Smoke DZA,"Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) - Extended Version","Santos Party House (feat. Wiz Khalifa, Curren$y, Big K.R.I.T., Girl Talk) [Extended Version]",0.0468,0.881,0.557,0.0,0.0818,-8.194,0.146,100.021,0.914,0,1,0
Apashe,I'm Fine - IMANU Remix,I'm Fine (IMANU Remix),0.278,0.669,0.919,0.0343,0.0934,-2.888,0.0652,121.047,0.514,0,5,0
TroyBoi,Clear Waters,"V!BEZ, Vol. 4",0.248,0.632,0.391,0.747,0.685,-12.107,0.0568,80.008,0.0891,6,4,5
Purple Disco Machine,Body Funk - Dom Dolla Remix,Body Funk (Dom Dolla Remix),9.06e-05,0.781,0.922,0.81,0.069,-6.935,0.0368,123.996,0.558,5,2,0
DRAMA,Forever and a Day,Dance Without Me,0.0291,0.793,0.584,0.331,0.0987,-8.641,0.0387,114.994,0.413,5,2,0
Majid Jordan,Superstar,Superstar,0.0196,0.779,0.873,9.9e-06,0.0999,-3.766,0.0344,111.977,0.911,0,5,0
Masego,Mystery Lady (feat. Don Toliver),Mystery Lady (feat. Don Toliver),0.393,0.747,0.494,0.0,0.0982,-7.957,0.141,76.006,0.624,3,1,0
slenderbodies,superpowerful (with Crooked Colours),superpowerful (with Crooked Colours),0.289,0.721,0.551,0.00494,0.177,-7.874,0.0376,99.962,0.682,0,1,0
KAYTRANADA,Look Easy,Look Easy,0.00828,0.718,0.637,0.0071,0.227,-9.962,0.168,108.023,0.487,0,0,0
kmoe,flutter,flutter,0.536,0.557,0.451,0.0,0.108,-11.878,0.105,113.232,0.606,3,1,0
Parazitii,Toate-S La Fel,Toate-S La Fel (Daniel Lazăr),0.579,0.823,0.69,0.0,0.0755,-6.361,0.109,98.002,0.755,0,1,0
Macanache,Eu Dau Graffiti,Interzis,0.108,0.662,0.862,0.0,0.119,-5.191,0.363,89.815,0.685,4,0,0
Macanache,La Multi Ani Mie,Macadopere,0.138,0.736,0.932,0.0,0.635,-3.451,0.365,89.869,0.753,6,4,0
Macanache,Prietenii - Ripp Remix,Comedia,0.188,0.595,0.906,0.0,0.34,-3.873,0.297,89.07,0.712,4,0,0
Macanache,"Nu Ai Cum, Nu Poti",Legea,0.133,0.917,0.744,0.0,0.302,-5.337,0.341,110.972,0.589,4,0,0
Hermitude,The Buzz (feat. Mataya & Young Tapz),Dark Night Sweet Light,0.33,0.739,0.583,0.00137,0.122,-6.434,0.173,140.941,0.497,0,1,0
Frank Carter & The Rattlesnakes,Devil Inside Me,Blossom,0.00576,0.5,0.842,9.01e-05,0.198,-5.337,0.103,98.618,0.437,0,1,0
Marie Davidson,Work It - Soulwax Remix,Work It (Soulwax Remix),0.319,0.846,0.737,0.494,0.0701,-8.611,0.0643,125.018,0.848,0,2,0
Jidenna,Long Live the Chief,The Chief,0.0248,0.859,0.741,0.0,0.14,-3.201,0.35,84.983,0.47,4,0,0
Awon,Nothing Less,Nothing Less,0.541,0.464,0.657,2.38e-05,0.216,-5.956,0.297,159.654,0.547,4,0,3
Mindflip,Run My Shit,Run My Shit,0.195,0.854,0.481,0.0,0.0918,-5.815,0.26,92.029,0.685,4,0,0
Isola,Ischia,EP1,0.496,0.864,0.515,0.818,0.116,-10.392,0.18,124.963,0.283,5,2,0
Macanache,Numai Pentru Fratii Mei,Geamanu,0.00135,0.696,0.677,0.0,0.0714,-8.295,0.349,85.249,0.506,4,0,0
Macanache,Ma Faci Cu Capu,Geamanu,0.094,0.589,0.602,0.0,0.347,-7.639,0.312,179.905,0.855,4,0,6
Macanache,Daev,Geamanu,0.00958,0.705,0.751,0.0,0.296,-8.75,0.329,95.923,0.507,4,0,0
Macanache,Astazi,Geamanu,0.00779,0.498,0.551,0.0,0.538,-8.716,0.119,160.459,0.831,6,4,0
Subcarpaţi,Pankăreală,Pankăreală,0.0742,0.736,0.551,0.0,0.119,-7.674,0.23,130.073,0.191,4,1,0
Parra for Cuva,Ordel,Ordel,0.669,0.597,0.575,0.858,0.113,-9.959,0.0368,90.004,0.0987,5,2,1
SG Lewis,One More (feat. Nile Rodgers),One More (feat. Nile Rodgers),0.00668,0.722,0.784,5.31e-06,0.467,-4.662,0.0819,119.988,0.768,6,5,0
Document One,Heat Beams,Heat Beams,0.0128,0.733,0.928,0.58,0.189,-0.937,0.192,172.949,0.426,2,0,0
Technimatic,Still Miss You,Still Miss You,0.0466,0.589,0.891,0.0169,0.0782,-4.736,0.0768,173.954,0.326,2,6,0
Mild Minds,WALLS,MOOD,0.0719,0.7,0.643,0.724,0.116,-9.201,0.0452,122.013,0.336,5,2,0
Macanache,Sefu,Interzis,0.107,0.812,0.778,0.0,0.211,-5.028,0.33,94.932,0.665,4,0,0
Macanache,Asta Sunt Eu,Interzis,0.255,0.612,0.846,0.0,0.0992,-4.346,0.358,83.294,0.837,4,0,0
Macanache,Ca Si Cum,Bodega,0.461,0.496,0.759,0.0,0.876,-5.885,0.3,86.247,0.818,6,4,2
Macanache,La Poarta Mea,Bodega,0.47,0.749,0.601,0.0,0.272,-5.744,0.408,86.855,0.606,4,0,0
Macanache,Stii Si Tu,Bodega,0.112,0.881,0.453,0.0,0.107,-13.255,0.351,127.029,0.587,4,0,0
Duke Dumont,Nightcrawler,Duality,0.00369,0.744,0.699,0.000234,0.402,-6.63,0.0517,117.99,0.508,6,5,0
Kyle Watson,I Got You,I Got You,0.172,0.874,0.684,0.00022,0.14,-7.407,0.0733,120.01,0.672,0,5,0
Hayden James,Right Time,Right Time,0.0495,0.576,0.871,0.00332,0.0965,-6.792,0.0466,123.959,0.224,2,6,0
CamelPhat,Rabbit Hole,Dark Matter,0.00986,0.602,0.866,0.0234,0.203,-6.913,0.034,123.988,0.288,2,1,0
A-Trak,Coming Home,Coming Home,0.128,0.786,0.803,0.0167,0.266,-5.21,0.164,123.002,0.598,0,5,0
SNBRN,Move All Night,Move All Night,0.248,0.797,0.69,0.0496,0.132,-5.845,0.037,124.0,0.184,0,1,0
Dillon Francis,You Do You,You Do You,0.0103,0.913,0.656,0.059,0.148,-6.76,0.0608,119.99,0.421,0,1,0
Claude VonStroke,I'm Solo,I’m Solo,0.0196,0.82,0.682,0.804,0.104,-8.146,0.0514,123.976,0.439,5,2,0
MJ Cole,Serotonin,Waking Up,0.211,0.8,0.604,0.9,0.177,-7.761,0.0607,131.987,0.485,5,2,0
Chris Lake,Free Your Body,Free Your Body,0.0152,0.854,0.922,0.0295,0.0708,-7.037,0.071,124.995,0.821,0,5,0
Noizu,Baby Baby,Baby Baby,0.00354,0.627,0.948,0.551,0.0599,-4.478,0.0428,125.048,0.569,2,2,0
Dale Howard,Don't Touch,Don't Touch,0.000154,0.737,0.856,0.00236,0.112,-5.925,0.0451,124.977,0.282,0,6,0
Sonny Fodera,Scratch My Back,Rise,0.0328,0.799,0.72,0.0602,0.0775,-5.993,0.0509,122.004,0.507,0,5,0
Leftwing : Kody,Keep Pushin’ On,Keep Pushin’ On,0.000136,0.753,0.768,0.0461,0.112,-8.78,0.05,125.98,0.9,0,5,0
Ferreck Dawn,Remedy,Remedy,0.0105,0.794,0.805,0.749,0.0895,-7.196,0.0525,123.97,0.417,5,2,0
Martin Ikin,I'll Be,I'll Be,0.0272,0.679,0.931,0.832,0.147,-4.235,0.0603,124.0,0.381,5,2,0
Audio Dope,Unconditional - Moullinex Remix,Unconditional,0.437,0.73,0.583,0.118,0.136,-10.753,0.0579,120.001,0.256,3,1,0
jamesjamesjames,homesoon.,homesoon.,0.172,0.753,0.497,0.862,0.139,-12.92,0.0453,124.986,0.108,5,2,0
Mrs. Evergreen,5am in Vegas,5am in Vegas,0.492,0.667,0.669,0.455,0.108,-5.875,0.0733,126.797,0.585,0,2,0
Babeheaven,Jalisco - Bella Boo Remix,Jalisco (Bella Boo Remix),0.000694,0.769,0.674,0.802,0.0747,-11.953,0.0578,116.01,0.344,5,2,0
Paul Epworth,Love Galaxy (Phones Back to the Future Mix) [Edit],Love Galaxy Remixes,0.000979,0.813,0.273,0.853,0.121,-15.52,0.0502,113.005,0.357,5,2,0
Village,C-R-E-W,C-R-E-W,0.00896,0.623,0.82,0.0516,0.151,-7.656,0.0582,111.982,0.133,2,1,0
Mathilda Homer,Baby Blue Eyes,Baby Blue Eyes,0.146,0.828,0.516,0.000264,0.145,-7.283,0.274,170.074,0.464,4,0,0
Subcarpaţi,Limba Română,Limba Română,0.108,0.41,0.75,0.000311,0.277,-5.351,0.366,175.219,0.203,2,0,3
Macanache,Ma Simt Excelent Yo,Geamanu,0.0102,0.616,0.765,0.0,0.586,-8.746,0.396,81.992,0.604,6,4,2
Macanache,La Misto,La Misto,0.0296,0.837,0.612,0.0,0.0963,-5.926,0.202,95.992,0.548,0,5,0
Macanache,Ma Duc la Balamuc,Geamanu,0.00133,0.444,0.461,0.0,0.289,-11.444,0.312,100.021,0.188,4,0,0
Macanache,Toteu,Bodega,0.139,0.555,0.566,0.0,0.0568,-5.104,0.402,169.757,0.67,4,0,3
Macanache,Duminica,Duminica,0.207,0.716,0.544,0.0,0.174,-9.153,0.421,80.033,0.716,4,0,2
Five Finger Death Punch,Wash It All Away,Got Your Six,2.08e-05,0.485,0.987,0.0,0.267,-3.1,0.0738,123.576,0.272,2,6,0
PJ Harvey,Meet Ze Monsta,To Bring You My Love,0.00465,0.603,0.754,0.00632,0.0891,-10.829,0.0291,101.664,0.622,0,1,0
